Youtuber,category,Title,Country,Abbreviation,channel_type,created_month,subscribers,video views,uploads,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_date
Farruko,Music,Farruko,United States,US,Music,Oct,18800000,9573641299.0,217,97758000.0,24400.0,391000.0,293300.0,4700000.0,100000.0,2009.0,30.0
ýýýýýýýýýýýýýýýýýýýýýý,Entertainment,ýýýýýýýýýýýýýýýýýýýýýý,Ukraine,UA,Entertainment,Oct,18800000,9594188708.0,530,68006000.0,17000.0,272000.0,204000.0,3300000.0,100000.0,2014.0,20.0
Triggered Insaan,Comedy,Triggered Insaan,India,IN,People,Jul,18800000,3276891538.0,304,109026000.0,27300.0,436100.0,327100.0,5200000.0,700000.0,2014.0,17.0
CKN,Entertainment,cKn,Spain,ES,Music,Sep,18700000,12295637162.0,16,102.0,0.03,0.41,0.31,5.0,1.0,2005.0,26.0
Ali-A,Gaming,ali-a,Unknown,,People,Jul,18700000,6148303268.0,2,1.0,0.0,0.0,0.0,0.05,100000.0,2016.0,7.0
Shemaroo Comedy,Entertainment,Shemaroo Comedy,India,IN,Comedy,Jan,18600000,6047584292.0,4487,102431000.0,25600.0,409700.0,307300.0,4900000.0,200000.0,2007.0,31.0
Smile Family Spanish,unknown,Smile Family Spanish,United States,US,Entertainment,Jun,18600000,7008250496.0,457,43396000.0,10800.0,173600.0,130200.0,2100000.0,200000.0,2019.0,19.0
GRAMMY GOLD OFFICIAL,Music,GRAMMY GOLD OFFICIAL,Thailand,TH,Music,Jan,18600000,20196704276.0,6287,168597000.0,42100.0,674400.0,505800.0,8100000.0,100000.0,2014.0,15.0
ýýýýýýýý ýýýýýýýýýý ýýýýýýýýýý | Arab Games Network,Gaming,ýýýýýýýý ýýýýýýýýýý ýýýýýýýýýý | Arab Games ýýý,Saudi Arabia,SA,Games,Nov,18600000,8761255550.0,6289,43007000.0,10800.0,172000.0,129000.0,2100000.0,500000.0,2013.0,29.0
Dan-Sa / Daniel Saboya,Music,Dan-Sa / Daniel Saboya,Brazil,BR,Music,Sep,18500000,2908120896.0,1329,6148000000.0,0.0,0.0,0.0,0.0,100000.0,2007.0,22.0
Marmok,Gaming,Marmok,Russia,RU,Games,Apr,18500000,3457618361.0,374,38282000.0,9600.0,153100.0,114800.0,1800000.0,100000.0,2008.0,27.0
The ACE Family,People & Blogs,The ACE Family,Unknown,,People,Jan,18500000,4558380251.0,712,2835000.0,709.0,11300.0,8500.0,136100.0,700000.0,2016.0,10.0
Like Nastya Vlog,People & Blogs,Like Nastya Vlog,Russia,RU,People,Jan,18500000,8147575884.0,493,48947000.0,12200.0,195800.0,146800.0,2300000.0,100000.0,2016.0,14.0
Willie Salim,People & Blogs,Willie Salim,Indonesia,ID,People,Jan,18500000,4051072188.0,679,197369000.0,49300.0,789500.0,592100.0,9500000.0,1600000.0,2014.0,6.0
PDK Films,Entertainment,PDK Films,United States,US,Entertainment,Jul,18400000,4120324310.0,111,14430000.0,3600.0,57700.0,43300.0,692600.0,200000.0,2009.0,21.0
TheWillyrex,Comedy,TheWillyrex,Spain,ES,Games,Jan,18400000,7038827526.0,6943,11004000.0,2800.0,44000.0,33000.0,528200.0,200000.0,2011.0,26.0
RsiamMusic : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Music,RsiamMusic : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Thailand,TH,Music,Mar,18400000,11544297793.0,3159,54133000.0,13500.0,216500.0,162400.0,2600000.0,100000.0,2011.0,8.0
Dhar Mann,People & Blogs,Alejandro Basalo,Unknown,,,Apr,18400000,11280732382.0,0,98749051.7447662,0.0,0.0,0.0,0.0,2.0,2007.0,25.0
shakiraVEVO,Music,shakiraVEVO,United States,US,Music,Sep,18400000,25367126292.0,197,267126000.0,66800.0,1100000.0,801400.0,12800000.0,100000.0,2009.0,2.0
Naisa Alifia Yuriza (N.A.Y),People & Blogs,Naisa Alifia Yuriza (N.A.Y),Indonesia,ID,Entertainment,Jul,18300000,1606834186.0,786,17063000.0,4300.0,68300.0,51200.0,819000.0,100000.0,2017.0,8.0
Miley Cyrus,Entertainment,Miley Cyrus,United States,US,Entertainment,Sep,18300000,7760819588.0,142,127982000.0,32000.0,511900.0,383900.0,6100000.0,100000.0,2009.0,15.0
IShowSpeed,Gaming,IShowSpeed,United States,US,Games,Mar,18300000,1556003039.0,1324,140261000.0,35100.0,561000.0,420800.0,6700000.0,800000.0,2016.0,21.0
Good Mythical Morning,Entertainment,Goodmythicalmorning,Unknown,,,,18300000,8798044678.0,0,47066907.39338771,0.0,0.0,0.0,0.0,946.0141418294413,,
Bobby chourasiya,People & Blogs,Bobby chourasiya,Unknown,,People,Jan,18200000,9937823152.0,442,467848000.0,117000.0,1900000.0,1400000.0,22500000.0,1000000.0,2019.0,25.0
INCRï¿½ï¿,People & Blogs,INCRï¿½ï¿,Brazil,BR,Howto,Jun,18200000,3213324455.0,6903,18045000.0,4500.0,72200.0,54100.0,866200.0,1.0,2017.0,20.0
Jake Fellman,Entertainment,Jake Fellman,United States,US,Entertainment,Oct,18100000,13378360425.0,420,497044000.0,124300.0,2000000.0,1500000.0,23900000.0,700000.0,2012.0,13.0
GEN HALILINTAR,Entertainment,GEN HALILINTAR,Indonesia,ID,Entertainment,Mar,18100000,3306242674.0,1037,27312000.0,6800.0,109200.0,81900.0,1300000.0,300000.0,2015.0,4.0
SQUEEZIE,Gaming,SQUEEZIE,France,FR,Entertainment,Jan,18100000,9983065083.0,1521,48099000.0,12000.0,192400.0,144300.0,2300000.0,100000.0,2011.0,9.0
Blippi - Educational Videos for Kids,Education,Blippi - Educational Videos for Kids,United States,US,Education,Jan,18100000,14857290259.0,707,180412000.0,45100.0,721600.0,541200.0,8700000.0,300000.0,2014.0,27.0
officialpsy,Music,officialpsy,South Korea,KR,Music,Oct,18100000,10703830496.0,131,64989000.0,16200.0,260000.0,195000.0,3100000.0,100000.0,2010.0,4.0
Ajay Sharma,Entertainment,Ajay Sharma,Unknown,,,Oct,18100000,12249828886.0,0,112985298.78205633,0.0,0.0,0.0,0.0,1.0,2009.0,24.0
Manual do Mundo,Howto & Style,Manual do Mundo,Brazil,BR,Tech,Jul,18000000,3980991248.0,2470,54766000.0,13700.0,219100.0,164300.0,2600000.0,100000.0,2006.0,24.0
How Ridiculous,Sports,How Ridiculous,Australia,AU,Sports,Sep,18000000,9601137077.0,650,391298000.0,97800.0,1600000.0,1200000.0,18800000.0,600000.0,2009.0,9.0
And TV,Entertainment,ANDtv,United States,US,Entertainment,Aug,18000000,15412333005.0,45,4.0,0.0,0.02,0.01,0.19,100000.0,2006.0,4.0
Sebastiï¿½ï¿½ï¿½,News & Politics,Sebastiï¿½ï¿½ï¿½,United States,US,Music,Mar,18000000,10463166404.0,237,110776000.0,27700.0,443100.0,332300.0,5300000.0,1000000.0,2013.0,30.0
SonyMusicSouthVEVO,Music,SonyMusicSouthVEVO,United States,US,Music,Jul,18000000,17921124985.0,5692,257597000.0,64400.0,1000000.0,772800.0,12400000.0,100000.0,2014.0,14.0
TheGrefg,Gaming,TheGrefg,Spain,ES,Games,Jan,18000000,6404852037.0,3566,43830000.0,11000.0,175300.0,131500.0,2100000.0,100000.0,2012.0,30.0
BeatboxJCOP,Film & Animation,BeatboxJCOP,Unknown,,Entertainment,Mar,18000000,8716982055.0,748,1375000000.0,343800.0,5500000.0,4100000.0,66000000.0,3400000.0,2011.0,12.0
David Dobrik,People & Blogs,David Dobrik,United States,US,People,Dec,17900000,7176572299.0,536,8650000.0,2200.0,34600.0,26000.0,415200.0,100000.0,2014.0,19.0
KatieAngel,People & Blogs,KatieAngel,United States,US,Music,May,17900000,3841205465.0,982,51687000.0,12900.0,206700.0,155100.0,2500000.0,100000.0,2015.0,19.0
RobleisIUTU,Entertainment,RobleisIUTU,Argentina,AR,Games,Apr,17900000,5168721499.0,1344,27545000.0,6900.0,110200.0,82600.0,1300000.0,100000.0,2013.0,15.0
Lele Pons,Comedy,Lele Pons,United States,US,Entertainment,Sep,17900000,5244917119.0,185,18548000.0,4600.0,74200.0,55600.0,890300.0,2.2237202736554345,2015.0,19.0
Demi Lovato,Music,Demi Lovato,United States,US,Music,Jan,17900000,6888074944.0,314,29182000.0,7300.0,116700.0,87500.0,1400000.0,100000.0,2008.0,30.0
Like Nastya VNM,Entertainment,Like Nastya VNM,Vietnam,VN,Entertainment,Nov,17900000,9867515979.0,602,84467000.0,21100.0,337900.0,253400.0,4100000.0,100000.0,2019.0,22.0
Jason Derulo,Music,Jason Derulo,United States,US,Music,Jul,17900000,9887116267.0,830,447891000.0,112000.0,1800000.0,1300000.0,21500000.0,400000.0,2008.0,21.0
MGC Playhouse,Shows,MGC Playhouse,United States,US,Education,Feb,17900000,16174530046.0,1426,102621000.0,25700.0,410500.0,307900.0,4900000.0,100000.0,2009.0,3.0
Zuni and Family,People & Blogs,zuni and family,Unknown,,People,Jul,17900000,6746269458.0,2,4.0,0.0,0.02,0.01,0.19,200000.0,2020.0,15.0
Priyal Kukreja,People & Blogs,Priyal Kukreja,India,IN,People,Apr,17800000,11057945183.0,772,431390000.0,107800.0,1700000.0,1300000.0,20700000.0,900000.0,2021.0,23.0
MSA previously My Story Animated,Film & Animation,MSA Previously My Story Animated,United States,US,People,Nov,17800000,8588704539.0,26,20708.0,5.0,83.0,62.0,994.0,2960.0,2021.0,9.0
ýýýýýýýýý KIMPRO,unknown,ýýýýýýýýý KIMPRO,South Korea,KR,People,Nov,17700000,19206701832.0,1646,3404000000.0,850900.0,13600000.0,10200000.0,163400000.0,3200000.0,2017.0,11.0
Jane ASMR ï¿½ï¿½,unknown,Jane ASMR ï¿½ï¿½,South Korea,KR,People,Nov,17700000,7387621644.0,1888,102803000.0,0.0,0.0,0.0,0.0,1.0,2012.0,17.0
ArianaGrandeVevo,Music,ArianaGrandeVevo,United States,US,Music,Oct,17700000,20115544708.0,178,97422000.0,24400.0,389700.0,292300.0,4700000.0,100000.0,2010.0,21.0
jaanvi patel,People & Blogs,jaanvi patel,India,IN,People,Jul,17700000,7912733203.0,512,346753000.0,86700.0,1400000.0,1000000.0,16600000.0,900000.0,2018.0,18.0
tanboy kun,People & Blogs,tanboy kun,Indonesia,ID,Entertainment,Oct,17700000,3647267655.0,739,48174000.0,12000.0,192700.0,144500.0,2300000.0,100000.0,2016.0,27.0
Lil Pump,Music,Lil Pump,Unknown,,Music,Oct,17700000,4196061192.0,60,9243000.0,0.0,0.0,0.0,0.0,1.0,2015.0,15.0
Porta dos Fundos,Entertainment,Porta dos Fundos,Brazil,BR,Entertainment,Mar,17700000,7739048000.0,2240,35337000.0,8800.0,141300.0,106000.0,1700000.0,300000.0,2012.0,12.0
News 24,News & Politics,24 ï¿½ï¿½ï¿½ï,Ukraine,UA,News,Feb,17700000,8396875537.0,211620,370779000.0,92700.0,1500000.0,1100000.0,17800000.0,230000.0,2006.0,5.0
Les' Copaque Production,Film & Animation,Les' Copaque Production,Malaysia,MY,Entertainment,Nov,17700000,9059696049.0,1716,117727000.0,29400.0,470900.0,353200.0,5700000.0,200000.0,2009.0,9.0
El Payaso Plim Plim,Film & Animation,El Payaso Plim Plim,Argentina,AR,Music,Oct,17700000,17247584185.0,1316,640030000.0,160000.0,2600000.0,1900000.0,30700000.0,600000.0,2013.0,18.0
zbing z.,Gaming,zbing z.,Thailand,TH,Games,Mar,17600000,9269174070.0,3151,55127000.0,13800.0,220500.0,165400.0,2600000.0,300000.0,2014.0,12.0
MissaSinfonia,Comedy,MissaSinfonia,Mexico,MX,Comedy,Jan,17600000,2274007523.0,233,27445000.0,6900.0,109800.0,82300.0,1300000.0,100000.0,2011.0,5.0
ýýýýýýýýý Liziqi,Howto & Style,ýýýýýýýýý Liziqi,China,CN,Howto,Aug,17600000,2977741577.0,128,22354000.0,5600.0,89400.0,67100.0,1100000.0,100000.0,2017.0,22.0
The Game Theorists,Gaming,TheGameTheorists,Australia,AU,,,17600000,3752347262.0,0,54151347.54012371,0.0,0.0,0.0,0.0,200000.0,,
DeGoBooM,Gaming,DeGoBooM,Chile,CL,Games,Feb,17600000,6306204566.0,4702,100215000.0,25100.0,400900.0,300600.0,4800000.0,500000.0,2014.0,1.0
JFlaMusic,Music,JFlaMusic,South Korea,KR,Music,Aug,17600000,3802280098.0,326,11099000.0,2800.0,44400.0,33300.0,532700.0,300000.0,2011.0,22.0
FactTechz,Entertainment,FactTechz,India,IN,Entertainment,Jul,17500000,2238134438.0,709,21056000.0,5300.0,84200.0,63200.0,1000000.0,100000.0,2016.0,24.0
News18 India,News & Politics,News18 India,India,IN,News,Oct,17500000,7263619576.0,182742,394106000.0,98500.0,1600000.0,1200000.0,18900000.0,700000.0,2007.0,25.0
Fun For Kids TV - Hindi Rhymes,Entertainment,Fun For Kids TV - Hindi Rhymes,India,IN,Entertainment,Sep,17500000,7612385622.0,149,109847000.0,27500.0,439400.0,329500.0,5300000.0,300000.0,2017.0,27.0
IGN,Gaming,IGN,United States,US,Games,Sep,17500000,16107116549.0,156215,98342000.0,24600.0,393400.0,295000.0,4700000.0,300000.0,2006.0,19.0
Aphmau,Gaming,Aphmau,United States,US,Games,Aug,17400000,17763586483.0,4411,439870000.0,110000.0,1800000.0,1300000.0,21100000.0,400000.0,2012.0,13.0
AMARINTV : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Entertainment,AMARINTV : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Thailand,TH,News,Feb,17400000,13043561912.0,118448,235993000.0,59000.0,944000.0,708000.0,11300000.0,200000.0,2014.0,5.0
ýýýýýýýýýýýýýýýý - Al-Remas,Music,ýýýýýýýýýýýýýýýý - Al-Remas,Iraq,IQ,Music,Sep,17400000,11144195464.0,2133,113003000.0,28300.0,452000.0,339000.0,5400000.0,700000.0,2013.0,27.0
Koray Zeynep,People & Blogs,Koray Zeynep,Unknown,,People,Jul,17400000,16560557488.0,2078,426389000.0,106600.0,1700000.0,1300000.0,20500000.0,400000.0,2016.0,8.0
Apple,Science & Technology,Apple,United States,US,Tech,Jun,17300000,1026425106.0,180,46484000.0,11600.0,185900.0,139500.0,2200000.0,100000.0,2005.0,22.0
Stubborn Facts,Film & Animation,Stubborn Facts,India,IN,Entertainment,Sep,17300000,902225615.0,287,837850.0,209.0,3400.0,2500.0,40200.0,200000.0,2016.0,5.0
Taarak Mehta Ka Ooltah Chashmah,Entertainment,Taarak Mehta Ka Ooltah Chashmah,India,IN,Entertainment,Aug,17300000,11371738047.0,4778,331944000.0,83000.0,1300000.0,995800.0,15900000.0,300000.0,2014.0,4.0
HowToBasic,Howto & Style,HowToBasic,Australia,AU,Howto,Dec,17300000,3684816159.0,582,15525000.0,3900.0,62100.0,46600.0,745200.0,100000.0,2011.0,8.0
PopularMMOs,Gaming,PopularMMOs,Unknown,,Games,Apr,17200000,14573155899.0,4685,15296000.0,3800.0,61200.0,45900.0,734200.0,100000.0,2012.0,17.0
Marques Brownlee,Science & Technology,Marques Brownlee,United States,US,Tech,Mar,17200000,3606912471.0,1567,52325000.0,13100.0,209300.0,157000.0,2500000.0,100000.0,2008.0,21.0
Anitta,Music,Anitta,Brazil,BR,Music,Nov,17200000,7337212581.0,138,72684000.0,18200.0,290700.0,218100.0,3500000.0,600000.0,2011.0,2.0
Jason Vlogs,Education,Jason Oo,Australia,AU,People,Sep,17200000,8903647480.0,83,25.0,0.01,0.1,0.08,1.0,1600000.0,2014.0,11.0
El Reino a Jugar,Education,El Reino a Jugar,Argentina,AR,Education,Mar,17200000,11445492404.0,1007,83709000.0,20900.0,334800.0,251100.0,4000000.0,100000.0,2015.0,3.0
Willyrex,Gaming,Willyrex,Spain,ES,Games,Aug,17200000,5024088947.0,7550,15405000.0,3900.0,61600.0,46200.0,739500.0,300000.0,2009.0,9.0
TheBrianMaps,Comedy,TheBrianMaps,Russia,RU,Entertainment,Jun,17100000,4448334716.0,498,37164000.0,9300.0,148700.0,111500.0,1800000.0,100000.0,2012.0,4.0
TRANS TV Official,Entertainment,TRANS TV Official,Indonesia,ID,Entertainment,Sep,17100000,9710962528.0,148225,45811000.0,11500.0,183200.0,137400.0,2200000.0,100000.0,2014.0,2.0
Liza Koshy,Comedy,Liza Koshy,United States,US,Entertainment,Sep,17100000,2173106162.0,142,1761000.0,440.0,7000.0,5300.0,84500.0,200000.0,2013.0,2.0
Queen Official,Music,Queen Official,United Kingdom,GB,Music,Jul,17000000,10847948832.0,1015,93768000.0,23400.0,375100.0,281300.0,4500000.0,100000.0,2008.0,7.0
Prajapati News,Comedy,Prajapati News,India,IN,Entertainment,Mar,17000000,1001465469.0,1407,7626000.0,1900.0,30500.0,22900.0,366100.0,100000.0,2013.0,14.0
Gaby and Alex,Entertainment,gabyandalex,Unknown,,People,Aug,17000000,8229883114.0,1,189412133.53913382,0.0,0.0,0.0,0.0,100000.0,2008.0,21.0
LuisFonsiVEVO,Music,LuisFonsiVEVO,United States,US,Music,May,17000000,14543594822.0,97,49817000.0,12500.0,199300.0,149500.0,2400000.0,600000.0,2009.0,12.0
Pop Chartbusters,Music,Pop Chartbusters,India,IN,Music,Aug,16900000,8684010451.0,2235,72911000.0,18200.0,291600.0,218700.0,3500000.0,200000.0,2011.0,26.0
Guava Juice,Gaming,Guava Juice,United States,US,Entertainment,Jul,16900000,9111000228.0,1910,10889000.0,2700.0,43600.0,32700.0,522600.0,400000.0,2006.0,18.0
EeOneGuy,Entertainment,EeOneGuy,United States,US,Entertainment,Mar,16900000,3827906874.0,366,1635000.0,409.0,6500.0,4900.0,78500.0,200000.0,2013.0,19.0
VICE,Entertainment,VICE,United States,US,Entertainment,Dec,16900000,4609753237.0,3900,36357000.0,9100.0,145400.0,109100.0,1700000.0,100000.0,2005.0,16.0
Aayu and Pihu Show,Comedy,Aayu and Pihu Show,India,IN,People,May,16900000,9270331567.0,441,89782000.0,22400.0,359100.0,269300.0,4300000.0,1300000.0,2017.0,8.0
Danny Fitt,People & Blogs,Danny Fitt,United States,US,Entertainment,Dec,16900000,9544277833.0,2337,275264000.0,68800.0,1100000.0,825800.0,13200000.0,700000.0,2016.0,31.0
Bispo Bruno Leonardo,Nonprofits & Activism,Bispo Bruno Leonardo,Brazil,BR,Nonprofit,Apr,16900000,3523578665.0,4891,149543000.0,37400.0,598200.0,448600.0,7200000.0,400000.0,2016.0,10.0
DeToxoMoroxo,Entertainment,de toxomoroxo,Unknown,,Music,Apr,16800000,2315962318.0,1,70598481.89488645,0.0,0.0,0.0,0.0,200000.0,2016.0,30.0
Doggy Doggy Cartoons,Entertainment,Doggy Doggy Cartoons,Unknown,,,Nov,16800000,6518418501.0,0,55465588.493763015,0.0,0.0,0.0,0.0,300000.0,2018.0,11.0
deepesh zo,People & Blogs,deepesh zo,Unknown,,People,Sep,16800000,7206462713.0,41,1.0,0.0,0.0,0.0,0.05,1.0,2021.0,24.0
Like Nastya IDN,Entertainment,Like Nastya IDN,Indonesia,ID,Entertainment,Nov,16800000,7195314800.0,502,42836000.0,10700.0,171300.0,128500.0,2100000.0,100000.0,2019.0,22.0
Gato Galactico | GALï¿½ï¿,Film & Animation,Gato Galactico | GALï¿½ï¿,Brazil,BR,Entertainment,Apr,16800000,3693798804.0,1491,44121000.0,11000.0,176500.0,132400.0,2100000.0,100000.0,2013.0,2.0
Salman Noman,Entertainment,salman Noman,Unknown,,,May,16700000,10393037902.0,3,7.0,0.0,0.03,0.02,0.34,10.0,2022.0,14.0
CoryxKenshin,Gaming,CoryxKenshin,United States,US,Games,Apr,16700000,7102965621.0,1693,105114000.0,26300.0,420500.0,315300.0,5000000.0,200000.0,2009.0,27.0
With Kids[ï¿½ï¿½ï¿½ï¿½ï,Entertainment,With Kids[ï¿½ï¿½ï¿½ï¿½ï,United States,US,Entertainment,Jul,16700000,8826138204.0,920,45698000.0,11400.0,182800.0,137100.0,2200000.0,100000.0,2012.0,6.0
Travis Scott,Music,Travis Scott,United States,US,Music,Sep,16700000,7979736581.0,13,37623.0,9.0,150.0,113.0,1800.0,400000.0,2010.0,1.0
Tu COSMOPOLIS,People & Blogs,Tu COSMOPOLIS,Mexico,MX,People,Aug,16700000,5089284369.0,8741,16139000.0,4000.0,64600.0,48400.0,774700.0,100000.0,2014.0,28.0
Ivana Alawi,unknown,Ivana Alawi,Philippines,PH,People,Jun,16600000,1318442641.0,180,15079000.0,3800.0,60300.0,45200.0,723800.0,100000.0,2018.0,1.0
Werever2morro,Entertainment,werever2morro,Mexico,MX,Games,Dec,16600000,2798273962.0,0,136442481.8502517,0.0,0.0,0.0,0.0,400000.0,2010.0,7.0
IDEAS EN 5 MINUTOS,Howto & Style,Ideas En 5 Minutos,Spain,ES,,Apr,16600000,3696973456.0,216,65470.0,16.0,262.0,196.0,3100.0,100000.0,2017.0,2.0
NMF News,News & Politics,NMF News,India,IN,News,Oct,16600000,7435180827.0,112261,59201000.0,14800.0,236800.0,177600.0,2800000.0,100000.0,2013.0,22.0
SriBalajiMovies,Entertainment,SriBalajiMovies,India,IN,Entertainment,Sep,16600000,9439857193.0,20102,154049000.0,38500.0,616200.0,462100.0,7400000.0,200000.0,2011.0,29.0
Lahari Music - TSeries,Music,Lahari Music - TSeries,India,IN,Music,Nov,16600000,11946217860.0,8976,89012000.0,22300.0,356000.0,267000.0,4300000.0,100000.0,2011.0,21.0
Younes Zarou,Entertainment,Younes Zarou,Germany,DE,Entertainment,May,16600000,15278668857.0,2200,617257000.0,154300.0,2500000.0,1900000.0,29600000.0,900000.0,2021.0,6.0
Jordan Matter,Entertainment,Jordan Matter,United States,US,Entertainment,Dec,16600000,5819508534.0,413,199033000.0,49800.0,796100.0,597100.0,9600000.0,300000.0,2006.0,21.0
ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý,Entertainment,ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý,United States,US,Entertainment,Mar,16500000,2440934034.0,421,21953000.0,5500.0,87800.0,65900.0,1100000.0,200000.0,2014.0,9.0
FailArmy,Comedy,FailArmy,United States,US,Entertainment,Jul,16500000,3037260680.0,438,112986000.0,28200.0,451900.0,339000.0,5400000.0,100000.0,2011.0,5.0
BBC News Hindi,News & Politics,BBC News Hindi,India,IN,News,Sep,16500000,7043235131.0,21243,131202000.0,32800.0,524800.0,393600.0,6300000.0,300000.0,2009.0,22.0
FunFun Toy Doll TV,Entertainment,FunFun Toy Doll TV,United States,US,Entertainment,May,16500000,7406207930.0,735,24378000.0,6100.0,97500.0,73100.0,1200000.0,100000.0,2016.0,31.0
Sandra Cires Art,Howto & Style,Sandra Cires Art,United States,US,Entertainment,Sep,16400000,3955426159.0,1091,18028000.0,4500.0,72100.0,54100.0,865300.0,100000.0,2011.0,27.0
Kaykai Salaider,Comedy,Kaykai Salaider,Thailand,TH,Entertainment,Jan,16400000,4434679706.0,428,9341000.0,2300.0,37400.0,28000.0,448400.0,200000.0,2011.0,24.0
UFC - Ultimate Fighting Championship,Sports,UFC - Ultimate Fighting Championship,United States,US,Sports,Mar,16400000,7135820721.0,14662,133208000.0,33300.0,532800.0,399600.0,6400000.0,100000.0,2006.0,4.0
Ch7HD,Entertainment,Ch7HD,Thailand,TH,Entertainment,May,16400000,9463244435.0,56203,87757000.0,21900.0,351000.0,263300.0,4200000.0,100000.0,2010.0,17.0
RCTI - LAYAR DRAMA INDONESIA,Entertainment,RCTI - LAYAR DRAMA INDONESIA,Unknown,,People,Oct,16400000,13478392540.0,1,35144060.87198183,0.0,0.0,0.0,0.0,100000.0,2020.0,19.0
Alfredo Larin,Entertainment,Alfredo Larin,Unknown,,Entertainment,Nov,16400000,14431830557.0,1,1.0,0.0,0.0,0.0,0.05,100000.0,2015.0,23.0
GMMTV OFFICIALï¿½ï¿½,Entertainment,GMMTV OFFICIALï¿½ï¿½,Thailand,TH,Entertainment,Sep,16400000,12844432341.0,23952,181382000.0,45300.0,725500.0,544100.0,8700000.0,200000.0,2010.0,13.0
Matt Stonie,Entertainment,MattStonie,United States,US,Entertainment,Jun,16300000,3527627264.0,54,29735.0,7.0,119.0,89.0,1400.0,200000.0,2010.0,19.0
Boyce Avenue,Music,Boyce Avenue,United States,US,Music,Sep,16300000,6578828147.0,490,28787000.0,7200.0,115100.0,86400.0,1400000.0,600000.0,2007.0,2.0
Camila Cabello,Music,Camila Cabello,United States,US,Music,Aug,16300000,6613422635.0,80,42704000.0,10700.0,170800.0,128100.0,2000000.0,100000.0,2015.0,11.0
Little Mix,Music,Little Mix,United Kingdom,GB,Music,Nov,16300000,7520242626.0,278,38604000.0,9700.0,154400.0,115800.0,1900000.0,100000.0,2011.0,30.0
SAM SMITH,Music,SAM SMITH,United Kingdom,GB,Entertainment,Sep,16300000,10170264839.0,230,85778000.0,21400.0,343100.0,257300.0,4100000.0,100000.0,2012.0,14.0
Pitbull,Music,Pitbull,United States,US,Music,Jul,16300000,12475714382.0,352,88004000.0,22000.0,352000.0,264000.0,4200000.0,200000.0,2006.0,5.0
Bollywood Classics,Entertainment,Bollywood Classics,India,IN,Music,Oct,16300000,7141825267.0,1444,151477000.0,37900.0,605900.0,454400.0,7300000.0,300000.0,2011.0,13.0
Technoblade,Gaming,Technoblade,United States,US,Games,Oct,16300000,1656452554.0,989,17944000.0,4500.0,71800.0,53800.0,861300.0,200000.0,2013.0,28.0
W2S,Gaming,W2S,United Kingdom,GB,Entertainment,Jul,16300000,4768370464.0,652,3079000.0,770.0,12300.0,9200.0,147800.0,800000.0,2012.0,26.0
Jennifer Lopez,Music,Jennifer Lopez,United States,US,Music,Nov,16200000,10227242833.0,258,63441000.0,15900.0,253800.0,190300.0,3000000.0,100000.0,2005.0,18.0
Kids Play,Entertainment,Kids Play,United States,US,Entertainment,May,16200000,8091706232.0,593,25912000.0,6500.0,103600.0,77700.0,1200000.0,100000.0,2018.0,14.0
T3ddy,Comedy,T3ddy,Brazil,BR,People,Jan,16200000,2990185467.0,1930,33015000.0,8300.0,132100.0,99000.0,1600000.0,100000.0,2012.0,16.0
JJ Olatunji,Gaming,JJ Olatunji,United Kingdom,GB,Entertainment,Jan,16200000,4076692623.0,1294,27808000.0,7000.0,111200.0,83400.0,1300000.0,100000.0,2011.0,26.0
POPS Kids,Music,POPS Kids,Vietnam,VN,Film,Jan,16200000,9763592867.0,3943,256733000.0,64200.0,1000000.0,770200.0,12300000.0,200000.0,2014.0,14.0
Thairath Online,News & Politics,Thairath Online,Thailand,TH,News,Sep,16200000,14563841315.0,244899,224756000.0,56200.0,899000.0,674300.0,10800000.0,100000.0,2010.0,27.0
LEGO,Entertainment,LEGO,Singapore,SG,Entertainment,Oct,16200000,20522339099.0,31889,117209000.0,29300.0,468800.0,351600.0,5600000.0,200000.0,2005.0,22.0
XO TEAM,People & Blogs,XO TEAM Family,United States,US,People,Sep,16200000,14784781923.0,189,37911.0,9.0,152.0,114.0,1800.0,1000.0,2020.0,12.0
AdMe,Entertainment,Aday Cï¿½ï¿½ï¿½ï¿½ï,Spain,ES,Music,May,16200000,4488680903.0,10,4.0,0.0,0.02,0.01,0.19,200000.0,2006.0,2.0
ExtraPolinesios,People & Blogs,Extra polinesios,Unknown,,People,Nov,16200000,4813127504.0,2,510.0,0.13,2.0,2.0,24.0,1.0,2015.0,21.0
Dyland PROS,Entertainment,Dyland PROS,Indonesia,ID,Games,Jan,16100000,1517638132.0,2805,9619000.0,2400.0,38500.0,28900.0,461700.0,300000.0,2015.0,28.0
